"report_uuid","issue_ordi","registrant_name","client_name","issue_text","date_received"
"200049ff-5b3e-57a0-8c38-cefe95cde97d",1,"SIGNAL GROUP CONSULTING, LLC",Hanwha Q CELLS USA Corp.,Antidumping/Countervailing Duties dispute and scope expansion,2015-01-22 00:00:00
ce6b5aa6-84e4-5ec4-bbf0-04566bca1c24,5,AMERICAN IRON AND STEEL INSTITUTE,AMERICAN IRON & STEEL INST,"S. 662 - Customs reauthorization legislation (Trade Facilitation and Trade Enforcement Reauthorization Act of 2013)
H.R. 1257 - The Currency Reform for Fair Trade Act of 2013
H.R. 1440 - Enforcing Orders and Reducing Customs Evasion Act (ENFORCE Act) 
Steel import surge/Global steel overcapacity issues|Trade Promotion Authority (TPA) Legislation
H.R. 166 - Preventing Recurring Trade Evasion and Circumvention Act (PROTECT Act) 
Trans Pacific Partnership Trade Agreement (TPP)
Transatlantic Trade and Investment Partnership Agreement (TTIP)
Mexican steel import licensing regulations
S. 2994 - The Leveling the Playing Field Act
S. 1114 - The Currency Exchange Rate Oversight Reform Act of 2013
US Export-Import Bank export financing/reauthorization
Buy America
Pending trade remedy cases on steel products (anti-dumping/countervailing duty cases)
WTO panel decisions on India and China cases
Russia Suspension Agreement termination",2015-01-20 00:00:00
"749d1015-335c-5bf1-8e59-e6b38630b073",3,"KOUNTOUPES DENHAM CARR & REID, LLC",FMC CORPORATION,"Issues related to US GSP program, including H.R.2709, to extend the Generalized System of Preferences and S.1331, a bill to extend the Generalized System of Preferences, and for other purposes.  Issues related to dumping issues.",2015-01-20 00:00:00
"561f0a48-bce8-5607-bd21-c305f8fbf2fd",2,INTERNATIONAL WOOD PRODUCTS ASSOCIATION,International Wood Products Association,Importation of wood and wood products. Generalized System of Preferences (GSP) renewal. Antidumping and countervailing duties. The effect of labor slowdowns at U.S. West Coast Ports. Expanding wood products trade with Myanmar.,2015-01-20 00:00:00
c31f258c-a0ce-529d-b569-6a7bd63eb63c,4,DOLLAR GENERAL CORPORATION,Dollar General Corporation,Anti-Dumping Duties,2015-01-20 00:00:00
"746d7ea0-f8c4-51a2-8af3-5f33640374f5",2,TIMKENSTEEL CORPORATION,TimkenSteel Corporation,Steel Dumping,2015-01-20 00:00:00
"806fdab0-3830-5fd0-b023-30d0c115ab76",1,HOGAN LOVELLS US LLP,National Chicken Council,Mexican Anti Dumping Poultry Case; Opening India Market to U.S. Poultry; Anti-Dumping Case v. Indonesia; Trans-Pacific Partnership; European Union/World Trade Organization Case on Antimicrobials; Trans Atlantic Trade and Investment Partnership; USTR-WTO v. China's Imposition of anti-dumping and countervailing duties on U.S. chicken products; Addressing poultry labeling under Mandatory Country or Origin Labeling; Establishment of Under Secretary of Agriculture of Trade and Foreign Agriculture; TransAtlantic Trade and Investment Partnership; Trade Promotion Authority; USDA/FSIS Approval of Importation of Certain Korean Poultry Products; African Growth and Opportunity Act,2015-01-20 00:00:00
"980a8cc2-d9d6-5069-a824-b211da0e75dd",4,RENEWABLE FUELS ASSOCIATION,RENEWABLE FUELS ASSOCIATION,Brazil Trade Distortions; EU Renewable Energy Directive; Trade Barriers; EU Anti-Dumping Investigation,2015-01-20 00:00:00
ff8545b1-1855-5bd9-a218-9ee814858017,2,"DENTONS US, LLP","RECREATION VEHICLE INDUSTRY ASSN, INC",Issues related to 2014 antidumping and countervailing duty petiticus on passenger vehicle and light truck tires from China,2015-01-20 00:00:00
"4246f0de-4318-508f-8e18-95f0c0351eee",1,"ADDUCI, MASTRIANI & SCHAUMBERG, L.L.P.",Crawfish Industry Subgroup of New Shipper Bond Petitioners Coalition,"Enforcement of antidumping duty orders and collection of duties secured by ""new shipper"" customs bonds",2015-01-20 00:00:00
"72d055ff-f30f-5543-a943-8169d8e80d82",2,FLORIDA CRYSTALS CORPORATION,FLORIDA CRYSTALS CORPORATION,"FTA's including Panama, Columbia, Thailand, NAFTA, CAFTA-DR, TPP and WTO negotiations that deal with an increase in the Tariff Rate Quotas and/or elimination of tariffs on sugar as well as Mexican Anti-dumping and Countervailing duty trade cases.  Other trade issues affecting sugar or biofuels.",2015-01-20 00:00:00
af68f509-4ab3-57d6-b5f4-f841949a78c8,1,WATKINSON MILLER PLLC,"TRUE SOURCE HONEY, LLC","Seek implementation of a standard of identity for honey, extend the new shippers bonding privilege suspension law, amend the customs re-authorization bill, implement the Farm Bill, and work with agency officials to investigate circumvention of the anti-dumping order on Chinese honey imports.",2015-01-20 00:00:00
af68f509-4ab3-57d6-b5f4-f841949a78c8,2,WATKINSON MILLER PLLC,"TRUE SOURCE HONEY, LLC","Seek implementation of a standard of identity for honey, extend the new shippers bonding privilege suspension law, amend the customs re-authorization bill, implement the Farm Bill, and work with agency officials to investigate circumvention of the anti-dumping order on Chinese honey imports.",2015-01-20 00:00:00
af68f509-4ab3-57d6-b5f4-f841949a78c8,3,WATKINSON MILLER PLLC,"TRUE SOURCE HONEY, LLC","Seek implementation of a standard of identity for honey, extend the new shippers bonding privilege suspension law, amend the customs re-authorization bill, implement the Farm Bill, and work with agency officials to investigate circumvention of the anti-dumping order on Chinese honey imports.",2015-01-20 00:00:00
"3a8fe303-91a3-5583-9f07-8e6a0c6b6bf8",1,STEWART AND STEWART,American Shrimp Processors Association,"Trade law reform, specifically antidumping and countervailing duty laws, to seek more effective relief; work on legislative initiatives to benefit US Shrimp Industry.",2015-01-20 00:00:00
ebcc2486-3842-59f5-b748-dbbac3b25e98,1,STEWART AND STEWART,Coalition of Gulf Shrimp Industries,"Trade law reform, specifically antidumping and countervailing duty laws, to seek more effective relief; work on legislative initiatives to benefit US Shrimp Industry.",2015-01-20 00:00:00
"008937fe-ef65-5e98-ba2b-019f748e6abc",1,STEWART AND STEWART,The Timken Company,"Trade law reform, specifically antidumping and countervailing duty laws, to seek more effective relief.",2015-01-20 00:00:00
b407586f-0fa3-5ff3-bbc2-90f34f3b7933,5,ARCHER DANIELS MIDLAND COMPANY,ARCHER DANIELS MIDLAND COMPANY,"Matters relating to safety, availability and labeling of food including: partially hydrogenated vegetable oil, nutrition labeling, Country of Origin Labeling (COOL), and Mexican sugar anti-dumping/countervailing duty cases.",2015-01-20 00:00:00
b407586f-0fa3-5ff3-bbc2-90f34f3b7933,3,ARCHER DANIELS MIDLAND COMPANY,ARCHER DANIELS MIDLAND COMPANY,"Matters relating to agricultural trade including: Country of Origin Labeling, Anti-dumping and Countervailing duty petitions filed against Mexican sugar, trading issues surrounding approval of biotechnology traits.",2015-01-20 00:00:00
ece8f5bb-55f1-5e52-978c-3296b8b805dc,1,DLA PIPER LLP (US),Globe Metallurgical,"Antidumping issues and foreign trade zone issues.
FERC licensing issues.
International sanctions efforts.",2015-01-20 00:00:00
e2706961-3e13-5f1a-94d1-ad9bc33ca4e8,1,KING & SPALDING LLP,Terphane,Issues related to antidumping and the Generalized System of Preferences,2015-01-20 00:00:00
"533f1246-2108-5c57-a04d-1c08015161e0",1,"MARS, INCORPORATED",MARS INCORPORATED,"Issues related to sugar reform, Mexican anti-dumping case, and country-of-origin labeling.",2015-01-20 00:00:00
e545266c-62db-56a1-bd40-9ab9ff4df70b,1,KING & SPALDING LLP,American Furniture Manufacturers Committee for Legal Trade (Informal Coalition),Issues related to enforcement of antidumping orders and Continued Dumping and Subsidy Offset Act,2015-01-20 00:00:00
f9d64768-6271-559f-9b5a-9d278ca6dda4,1,KELLEY DRYE & WARREN LLP,New Shipper Bond Petitioners Coalition,"Federal policy regarding the distribution of duties collected on dumped Chinese imports to U.S. honey, crawfish, garlic, and canned mushroom producers under the Continued Dumping and Subsidy Offset Act (P.L. 106-387).",2015-01-20 00:00:00
"0602eafe-1dec-5249-975f-4f102078e45c",7,ALTICOR INC.,Alticor,"H.R. 22, to provide for the exchange of information related to trade enforcement, and for other purposes. 
H.R. 166, to prevent the evasion of antidumping and countervailing duty orders, and for other purposes. 
H.R. 1276, to amend title VII of the Tariff Act of 1930 to clarify that countervailing duties may be imposed to address subsidies relating to a fundamentally undervalued currency of any foreign country. 
H.R. 1409, to amend the Export Enhancement Act of 1988 to further enhance the promotion of exports of U.S. goods and services, and for other purposes. 
H.R. 1916, to require the collection of up-to-date information on tariff and non-tariff laws, regulations, and practices of foreign countries affecting exports of U.S. goods and services. 
H.R. 1917, to lift the trade embargo on Cuba. 
H.R.3004, Reducing Waste and Increasing Efficiency in Trade Act. 
H.R. 3280, to amend the Lacey Act Amendments of 1981 to limit the application of such legislation to certain imported plants and finished plant products. 
H.R. 3733, to amend the Trade Act of 1974 to authorize the U.S. trade representative to take discretionary action if a foreign country is engaging in unreasonable acts, policies or practices relating to the environment, and for other purposes. 
H.R. 3830, to establish congressional trade negotiating objectives and enhanced consultation requirements for trade negotiations, to provide for consideration of trade agreements, and for other purposes. 
HR 5223, The Trade Secrets Protection Act of 2014. 
H.R.5859 -- Ukraine Freedom Support Act of 2014
H.R.5870 -- To prohibit the negotiation of trade agreements that include waivers of the `Buy American Act' S. 662, to reauthorize trade facilitation and trade enforcement functions and activities, and for other purposes. 
S. 1114, to provide for identification of misaligned currency, require action to correct the misalignment, and for other purposes. 
S. 1331, to extend the Generalized System of Preferences, and for other purposes; to Finance. 
S. 1357, to extend the trade adjustment assistance program. 
S. 1788, to make it a negotiating principle of the U.S. in negotiations for bilateral, plurilateral or multilateral agreements to seek the inclusion of provisions that promote Internet-enabled commerce and digital trade 
S. 1900, to establish congressional trade negotiating objectives and enhanced consultation requirements for trade negotiations, to provide for consideration of trade agreements, and for other purposes. 
S.2964 -- Trade Adjustment Assistance Act of 2014",2015-01-20 00:00:00
"72417d8e-3045-5eaa-b570-e29406e027ab",3,NATIONAL FISHERIES INSTITUTE,NATIONAL FISHERIES INSTITUTE,"Trans-Pacific Partnership; Farm Bill (S. 954 &amp; H.R. 2642), S. 632, and H.R. 1313, bills that would amend the Food, Conservation, and Energy Act to repeal a duplicative program relating to inspection and grading of catfish; shrimp bonding requirements; Lacey Act violations; international seafood treaties; anti-dumping and countervailing duties policy, and European Union issues.",2015-01-20 00:00:00
"2a4ca56a-a0e1-50bd-8a1d-5f4871227262",1,"COMPTIA MEMBER SERVICES, LLC","CompTIA Member Services, LLC","No bill - India Antidumping Duties on USB Devices of US Companies.
H R 5771 - Tax Extenders.",2015-01-20 00:00:00
"4764763d-0644-5bc4-8fb3-d7cd84dfccb7",7,NESTLE USA,NESTLE USA,Country of Origin Labeling. Anti-dumping/countervailing duties cases related to sugar. Codex Alimentarius Commission.,2015-01-20 00:00:00
"13d9218e-a2e3-5ddc-a27a-255eca180ec1",2,"VENN STRATEGIES, LLC","Appvion, Inc. (formerly known as Appleton Papers, Inc.)",Issues related to imports of lightweight thermal paper and pending antidumping/CVD cases.,2015-01-19 00:00:00
"2b7c28c4-0337-5010-ae40-2c243a146905",2,CORNING INCORPORATED,Corning Inc,"Tariff and non-tariff barriers on optical fiber; Information Technology Agreement expansion and implementation; WTO; Environmental Goods; APEC, telecom, and China market access, Trans Pacific Partnership (TPP); India Trade and Investment; Transatlantic Trade &amp; Investment Partnership (TTIP); Tawain; Russia; China dumping.",2015-01-19 00:00:00
"47bfe01c-bf1b-5ac5-8eb3-856bd14da021",2,"AKIN, GUMP, STRAUSS, HAUER & FELD",GUARDIAN INDUSTRIES CORP,Anti-dumping duties affecting glass products,2015-01-18 00:00:00
"73825473-736b-5c40-9571-fb93bc69c2c9",1,"AKIN, GUMP, STRAUSS, HAUER & FELD",El Dorado Chemical Company,Antidumping methodology used by Commerce Department,2015-01-18 00:00:00
